# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Jul 31 13:05:25 2022
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN sy_snum:        Number of Stars
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
#
pl_name,sy_snum,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim
Kepler-492 b,1,0.093500,,,0,9.590,1.200,-0.610,0,66.70000,,,0,0.000000,,,0,0.91,0.11,-0.06,0,0.94,0.04,-0.05,0,0.070,0.150,-0.149,0
Kepler-493 b,1,0.043900,,,0,15.130,5.000,-2.550,0,37500.00000,,,0,0.000000,,,0,1.54,0.51,-0.26,0,1.36,0.16,-0.14,0,0.110,0.153,-0.133,0
Kepler-494 b,1,0.080400,,,0,7.140,1.320,-1.000,0,40.40000,,,0,0.000000,,,0,1.26,0.23,-0.18,0,1.10,0.07,-0.06,0,0.020,0.084,-0.099,0
Kepler-495 b,1,0.042700,,,0,5.230,0.420,-0.340,0,23.80000,,,0,0.000000,,,0,0.83,0.07,-0.05,0,0.86,0.04,-0.05,0,-0.070,0.153,-0.173,0
Kepler-495 c,1,0.061400,,,0,1.219,,,0,1.98000,,,0,0.000000,,,0,1.09,0.22,-0.18,0,0.89,0.06,-0.04,0,0.180,0.150,-0.100,0
Kepler-496 b,1,0.074700,,,0,2.320,0.190,-0.140,0,5.99000,,,0,0.000000,,,0,0.82,0.06,-0.05,0,0.86,0.04,-0.05,0,-0.030,0.149,-0.172,0
Kepler-497 b,1,0.045700,,,0,6.040,1.580,-0.660,0,30.40000,,,0,0.000000,,,0,1.11,0.29,-0.12,0,1.09,0.10,-0.06,0,0.240,0.113,-0.175,0
Kepler-498 b,1,0.089700,,,0,3.030,0.500,-0.340,0,9.43000,,,0,0.000000,,,0,0.96,0.16,-0.08,0,0.98,0.06,-0.06,0,-0.040,0.145,-0.175,0
Kepler-499 b,1,0.059800,,,0,2.170,0.250,-0.160,0,5.35000,,,0,0.000000,,,0,0.83,0.07,-0.05,0,0.87,0.05,-0.05,0,0.000,0.148,-0.173,0
Kepler-5 b,1,0.053800,0.001500,-0.002100,0,15.984,0.404,-0.572,0,670.93913,21.29461,-27.33338,0,0.000000,,,0,1.79,0.04,-0.06,0,1.37,0.04,-0.06,0,0.040,0.060,-0.060,0
Kepler-50 b,1,0.077000,0.012000,-0.020000,0,1.710,0.050,-0.100,0,8.90000,,,1,0.000000,,,0,1.58,0.02,-0.02,0,1.24,0.05,-0.05,0,0.030,0.060,-0.060,0
Kepler-50 c,1,0.087000,0.014000,-0.023000,0,2.170,0.070,-0.080,0,8.20000,,,1,0.000000,,,0,1.58,0.02,-0.02,0,1.24,0.05,-0.05,0,0.030,0.060,-0.060,0
Kepler-500 b,1,0.080600,,,0,2.580,0.250,-0.170,0,7.18000,,,0,0.000000,,,0,1.03,0.10,-0.07,0,1.02,0.04,-0.04,0,0.030,0.092,-0.101,0
Kepler-501 b,1,0.062700,,,0,4.300,0.690,-0.460,0,17.10000,,,0,0.000000,,,0,1.04,0.17,-0.10,0,1.03,0.08,-0.06,0,-0.030,0.140,-0.171,0
Kepler-501 c,1,0.046700,,,0,1.681,,,0,3.47000,,,0,0.000000,,,0,1.22,0.20,-0.18,0,1.03,0.08,-0.06,0,0.140,0.150,-0.150,0
Kepler-502 b,1,0.053500,,,0,4.770,1.460,-0.660,0,20.40000,,,0,0.000000,,,0,1.22,0.37,-0.16,0,1.15,0.13,-0.09,0,0.050,0.138,-0.155,0
Kepler-504 b,2,0.064600,,,0,1.590,0.180,-0.220,0,3.15000,,,0,0.000000,,,0,0.33,0.02,-0.02,0,0.33,0.02,-0.02,0,-0.310,0.051,-0.047,0
Kepler-505 b,1,0.144500,,,0,2.600,0.110,-0.090,0,7.27000,,,0,0.000000,,,0,0.53,0.02,-0.02,0,0.55,0.02,-0.02,0,-0.190,0.089,-0.084,0
Kepler-506 b,1,0.075000,,,0,2.730,0.060,-0.060,0,7.90000,,,0,0.000000,,,0,1.19,0.02,-0.02,0,1.19,0.03,-0.03,0,0.090,0.081,-0.086,0
Kepler-507 b,1,0.047300,,,0,1.300,0.240,-0.170,0,2.24000,,,0,0.000000,,,0,1.32,0.24,-0.17,0,1.16,0.07,-0.05,0,0.060,0.081,-0.076,0
Kepler-508 b,1,0.176300,,,0,1.640,0.260,-0.190,0,3.33000,,,0,0.000000,,,0,1.25,0.20,-0.12,0,1.16,0.06,-0.05,0,0.180,0.091,-0.087,0
Kepler-509 b,1,0.238400,,,0,2.490,0.060,-0.060,0,6.76000,,,0,0.000000,,,0,1.20,0.03,-0.03,0,1.10,0.04,-0.04,0,0.010,0.083,-0.083,0
Kepler-51 b,1,0.251400,0.009700,-0.009700,0,7.100,0.300,-0.300,0,2.10000,1.50000,-0.80000,0,0.040000,0.010000,-0.010000,0,0.94,0.50,-0.50,0,1.04,0.12,-0.12,0,0.050,0.040,-0.040,0
Kepler-51 c,1,0.384000,0.015000,-0.015000,0,9.000,2.800,-1.700,0,4.00000,0.40000,-0.40000,0,0.014000,0.013000,-0.009000,0,0.94,0.50,-0.50,0,1.04,0.12,-0.12,0,0.050,0.040,-0.040,0
Kepler-51 d,1,0.509000,0.020000,-0.020000,0,9.700,0.500,-0.500,0,7.60000,1.10000,-1.10000,0,0.008000,0.011000,-0.008000,0,0.94,0.50,-0.50,0,1.04,0.12,-0.12,0,0.050,0.040,-0.040,0
Kepler-510 b,1,0.134000,,,0,2.470,0.230,-0.120,0,6.66000,,,0,0.000000,,,0,1.41,0.06,-0.05,0,0.91,0.06,-0.05,0,-0.350,0.095,-0.079,0
Kepler-511 b,1,0.858900,,,0,6.350,1.400,-1.020,0,33.10000,,,0,0.000000,,,0,1.20,0.32,-0.19,0,1.00,0.06,-0.06,0,0.010,0.071,-0.153,0
Kepler-511 c,1,0.172200,,,0,4.210,,,0,16.50000,,,0,0.000000,,,0,1.42,0.22,-0.30,0,0.96,0.08,-0.07,0,-0.200,0.150,-0.150,0
Kepler-512 b,1,0.219400,,,0,2.690,0.490,-0.310,0,7.70000,,,0,0.000000,,,0,1.30,0.24,-0.15,0,1.17,0.07,-0.05,0,0.220,0.082,-0.076,0
Kepler-513 b,1,0.178900,,,0,2.200,0.310,-0.200,0,5.48000,,,0,0.000000,,,0,1.06,0.15,-0.10,0,1.02,0.04,-0.04,0,-0.010,0.096,-0.112,0
Kepler-514 b,2,0.067600,,,0,1.720,0.280,-0.190,0,3.61000,,,0,0.000000,,,0,1.44,0.23,-0.16,0,1.28,0.07,-0.05,0,0.360,0.067,-0.071,0
Kepler-515 b,2,0.133300,,,0,1.460,0.060,-0.050,0,2.73000,,,0,0.000000,,,0,0.83,0.03,-0.03,0,0.90,0.03,-0.03,0,0.080,0.139,-0.112,0
Kepler-516 b,1,0.199200,,,0,5.740,1.430,-1.160,0,27.90000,,,0,0.000000,,,0,2.02,0.50,-0.41,0,1.62,0.18,-0.17,0,0.010,0.157,-0.159,0
Kepler-517 b,2,0.289700,,,0,2.670,0.320,-0.220,0,7.61000,,,0,0.000000,,,0,0.98,0.12,-0.08,0,0.95,0.04,-0.04,0,-0.060,0.106,-0.115,0
Kepler-518 b,1,0.081000,,,0,2.110,0.050,-0.050,0,5.10000,,,0,0.000000,,,0,0.88,0.02,-0.02,0,0.96,0.02,-0.02,0,-0.230,0.079,-0.083,0
Kepler-519 b,2,0.159400,,,0,2.100,0.060,-0.040,0,5.06000,,,0,0.000000,,,0,0.80,0.01,-0.01,0,0.89,0.02,-0.03,0,0.010,0.092,-0.091,0
Kepler-52 b,1,0.063700,0.002720,-0.002720,0,2.100,,,0,135.00000,,,1,0.000000,,,0,0.52,,,0,0.54,,,0,0.000,0.116,-0.092,0
Kepler-52 c,1,0.103790,0.004440,-0.004440,0,1.840,,,0,45.40000,,,1,0.000000,,,0,0.52,,,0,0.54,,,0,0.000,0.116,-0.092,0
Kepler-52 d,1,0.182000,,,0,1.950,0.210,-0.210,0,4.46000,,,0,0.000000,,,0,0.56,0.02,-0.02,0,0.58,0.01,-0.01,0,0.000,0.116,-0.092,0
Kepler-520 b,1,0.144000,,,0,1.660,0.280,-0.100,0,3.39000,,,0,0.000000,,,0,1.09,0.05,-0.05,0,1.10,0.04,-0.04,0,-0.030,0.094,-0.099,0
Kepler-520 c,1,0.059400,,,0,1.070,0.070,-0.050,0,1.24000,,,0,0.000000,,,0,1.09,0.05,-0.05,0,1.10,0.04,-0.04,0,-0.030,0.094,-0.099,0
Kepler-521 b,1,0.169900,,,0,3.180,0.310,-0.230,0,10.20000,,,0,0.000000,,,0,1.46,0.14,-0.11,0,1.34,0.06,-0.06,0,0.250,0.078,-0.084,0
Kepler-522 b,1,0.255100,,,0,6.910,1.500,-1.210,0,38.20000,,,0,0.000000,,,0,1.98,0.43,-0.35,0,1.54,0.14,-0.11,0,0.410,0.038,-0.039,0
Kepler-523 b,1,0.060600,,,0,1.960,0.080,-0.060,0,4.50000,,,0,0.000000,,,0,0.86,0.02,-0.03,0,0.93,0.03,-0.03,0,-0.030,0.095,-0.109,0
Kepler-524 b,1,0.079100,,,0,1.910,0.140,-0.120,0,4.31000,,,0,0.000000,,,0,1.10,0.08,-0.06,0,1.09,0.04,-0.04,0,0.020,0.081,-0.081,0
Kepler-524 c,1,0.030300,,,0,0.960,0.080,-0.070,0,0.84000,,,0,0.000000,,,0,1.10,0.08,-0.06,0,1.09,0.04,-0.04,0,0.020,0.081,-0.081,0
Kepler-525 b,1,0.139600,,,0,2.630,0.380,-0.520,0,7.41000,,,0,0.000000,,,0,1.15,0.16,-0.18,0,0.95,0.04,-0.04,0,0.110,0.085,-0.082,0
Kepler-526 b,1,0.064000,,,0,1.990,0.160,-0.170,0,4.62000,,,0,0.000000,,,0,1.14,0.07,-0.06,0,1.15,0.04,-0.04,0,0.340,0.070,-0.069,0
Kepler-527 b,1,0.117900,,,0,2.840,1.350,-0.460,0,8.45000,,,0,0.000000,,,0,1.45,0.69,-0.24,0,1.28,0.22,-0.12,0,0.030,0.122,-0.160,0
Kepler-528 b,1,0.140900,,,0,2.080,0.290,-0.190,0,4.98000,,,0,0.000000,,,0,1.06,0.15,-0.10,0,1.01,0.04,-0.04,0,0.020,0.090,-0.098,0
Kepler-529 b,1,0.030900,,,0,1.860,0.250,-0.170,0,4.12000,,,0,0.000000,,,0,1.14,0.15,-0.10,0,1.07,0.06,-0.06,0,-0.100,0.115,-0.122,0
Kepler-529 c,1,0.107500,,,0,2.000,0.410,-0.210,0,4.66000,,,0,0.000000,,,0,1.14,0.15,-0.10,0,1.07,0.06,-0.06,0,-0.100,0.115,-0.122,0
Kepler-529 d,1,0.213400,,,0,2.795,,,0,8.22000,,,0,0.000000,,,0,1.19,0.20,-0.18,0,1.01,0.09,-0.06,0,-0.160,0.150,-0.150,0
Kepler-53 b,1,0.139000,,,0,2.890,,,0,111.00000,,,1,0.000000,,,0,0.89,,,0,0.98,,,0,0.160,0.150,-0.150,0
Kepler-53 c,1,0.225500,,,0,3.170,,,0,36.00000,,,1,0.000000,,,0,0.89,,,0,0.98,,,0,0.160,0.150,-0.150,0
Kepler-53 d,1,0.091000,,,0,2.120,1.050,-1.050,0,5.14000,,,0,0.000000,,,0,0.96,0.47,-0.47,0,0.98,0.06,-0.06,0,0.160,0.150,-0.150,0
Kepler-530 b,2,0.221200,,,0,3.010,0.170,-0.100,0,9.32000,,,0,0.000000,,,0,0.89,0.03,-0.03,0,0.97,0.03,-0.03,0,-0.080,0.098,-0.093,0
Kepler-531 b,1,0.169400,,,0,2.780,0.080,-0.190,0,8.15000,,,0,0.000000,,,0,0.75,0.02,-0.02,0,0.78,0.03,-0.03,0,-0.030,0.103,-0.106,0
Kepler-532 b,1,0.101200,,,0,2.570,0.210,-0.140,0,7.13000,,,0,0.000000,,,0,0.79,0.02,-0.02,0,0.87,0.03,-0.03,0,0.000,0.107,-0.105,0
Kepler-533 b,1,0.165000,,,0,3.380,0.080,-0.320,0,11.40000,,,0,0.000000,,,0,0.72,0.01,-0.02,0,0.78,0.02,-0.03,0,0.010,0.104,-0.101,0
Kepler-534 b,1,0.127200,,,0,2.240,0.080,-0.070,0,5.65000,,,0,0.000000,,,0,0.98,0.03,-0.03,0,1.05,0.03,-0.03,0,0.010,0.080,-0.081,0
Kepler-534 c,1,0.076100,,,0,1.227,,,0,2.02000,,,0,0.000000,,,0,0.97,0.14,-0.05,0,1.07,0.05,-0.09,0,0.070,0.150,-0.150,0
Kepler-535 b,1,0.059400,,,0,2.360,0.330,-0.210,0,6.17000,,,0,0.000000,,,0,1.27,0.18,-0.11,0,1.18,0.06,-0.04,0,0.130,0.082,-0.075,0
Kepler-536 b,1,0.027600,,,0,3.100,0.380,-0.220,0,9.80000,,,0,0.000000,,,0,0.89,0.11,-0.06,0,0.92,0.05,-0.06,0,0.000,0.147,-0.178,0
Kepler-537 b,1,0.044200,,,0,1.410,0.060,-0.040,0,2.57000,,,0,0.000000,,,0,0.99,0.03,-0.03,0,1.07,0.03,-0.03,0,0.230,0.062,-0.057,0
Kepler-538 b,2,0.466900,0.008700,-0.009000,0,2.215,0.040,-0.034,0,10.60000,2.50000,-2.40000,0,0.041000,0.034000,-0.029000,0,0.87,0.01,-0.01,0,0.89,0.05,-0.04,0,-0.030,0.080,-0.080,0
Kepler-539 b,1,0.498800,0.006700,-0.006700,0,8.373,0.191,-0.191,0,308.29510,92.17070,-92.17070,0,0.390000,,,1,0.95,0.02,-0.02,0,1.05,0.04,-0.04,0,-0.010,0.070,-0.070,0
Kepler-539 c,1,2.420000,0.500000,-0.510000,0,13.300,,,0,762.79200,381.39600,-381.39600,0,0.500000,0.100000,-0.100000,0,0.95,0.02,-0.02,0,1.05,0.04,-0.04,0,-0.010,0.070,-0.070,0
Kepler-54 b,1,0.061900,0.002460,-0.002460,0,2.100,,,0,21.50000,5.60000,-4.90000,0,0.000000,,,0,0.50,,,0,0.51,,,0,-0.270,0.088,-0.090,0
Kepler-54 c,1,0.080900,,,0,1.230,,,0,19.80000,6.60000,-4.40000,0,0.000000,,,0,0.50,,,0,0.51,,,0,-0.270,0.088,-0.090,0
Kepler-54 d,1,0.126000,,,0,1.530,0.080,-0.080,0,2.96000,,,0,0.000000,,,0,0.55,0.02,-0.02,0,0.52,0.02,-0.02,0,-0.270,0.088,-0.090,0
Kepler-540 b,1,0.588600,,,0,2.710,0.380,-0.260,0,7.80000,,,0,0.000000,,,0,1.08,0.15,-0.10,0,1.02,0.06,-0.05,0,-0.100,0.111,-0.124,0
Kepler-541 b,1,0.064100,,,0,3.360,0.580,-0.560,0,11.20000,,,0,0.000000,,,0,2.06,0.32,-0.33,0,1.41,0.12,-0.16,0,0.070,0.104,-0.057,0
Kepler-542 b,1,0.103800,,,0,1.570,0.100,-0.110,0,3.09000,,,0,0.000000,,,0,0.90,0.06,-0.04,0,0.93,0.04,-0.04,0,0.020,0.102,-0.102,0
Kepler-543 b,1,0.098000,,,0,2.500,0.120,-0.260,0,6.80000,,,0,0.000000,,,0,0.67,0.03,-0.03,0,0.70,0.05,-0.04,0,-0.190,0.148,-0.109,0
Kepler-544 b,1,0.155300,,,0,2.120,0.190,-0.140,0,5.14000,,,0,0.000000,,,0,1.22,0.11,-0.08,0,1.16,0.04,-0.04,0,0.020,0.078,-0.077,0
Kepler-545 b,1,0.108700,,,0,2.690,0.300,-0.210,0,7.70000,,,0,0.000000,,,0,1.07,0.12,-0.08,0,1.04,0.04,-0.04,0,0.030,0.090,-0.089,0
Kepler-546 b,1,0.050200,,,0,7.000,1.930,-0.770,0,39.10000,,,0,0.000000,,,0,1.15,0.32,-0.13,0,1.11,0.11,-0.07,0,0.140,0.156,-0.153,0
Kepler-547 b,1,0.058000,,,0,4.000,0.130,-0.310,0,15.10000,,,0,0.000000,,,0,0.73,0.02,-0.04,0,0.78,0.03,-0.04,0,0.010,0.161,-0.179,0
Kepler-548 b,1,0.049500,,,0,11.990,2.190,-1.100,0,,,,,0.000000,,,0,0.90,0.16,-0.08,0,0.93,0.09,-0.07,0,0.000,0.135,-0.169,0
Kepler-549 b,1,0.228300,,,0,2.570,0.230,-0.170,0,11.00000,4.20000,-3.20000,0,0.000000,,,0,0.84,0.07,-0.05,0,0.88,0.04,-0.05,0,-0.030,0.147,-0.166,0
Kepler-549 c,1,0.445300,,,0,2.930,0.250,-0.590,0,8.91000,,,0,0.000000,,,0,0.84,0.07,-0.05,0,0.88,0.04,-0.05,0,-0.030,0.147,-0.166,0
Kepler-55 b,1,0.159300,,,0,2.430,,,0,43.00000,37.20000,-18.00000,0,0.000000,,,0,0.58,,,0,0.62,,,0,-0.010,0.110,-0.099,0
Kepler-55 c,1,0.209500,,,0,2.210,,,0,69.80000,32.60000,-18.30000,0,0.000000,,,0,0.58,,,0,0.62,,,0,-0.010,0.110,-0.099,0
Kepler-55 d,1,0.029000,,,0,1.590,0.090,-0.090,0,3.15000,,,0,0.000000,,,0,0.62,0.03,-0.03,0,0.63,0.02,-0.02,0,-0.010,0.110,-0.099,0
Kepler-55 e,1,0.048000,,,0,1.550,0.230,-0.230,0,3.02000,,,0,0.000000,,,0,0.62,0.03,-0.03,0,0.63,0.02,-0.02,0,-0.010,0.110,-0.099,0
Kepler-55 f,1,0.081000,,,0,1.590,0.100,-0.100,0,3.15000,,,0,0.000000,,,0,0.62,0.03,-0.03,0,0.63,0.02,-0.02,0,-0.010,0.110,-0.099,0
Kepler-550 b,1,0.074700,,,0,4.420,0.340,-0.270,0,17.90000,,,0,0.000000,,,0,0.83,0.06,-0.05,0,0.87,0.04,-0.05,0,-0.020,0.152,-0.176,0
Kepler-551 b,1,0.089300,,,0,2.730,0.250,-0.150,0,7.90000,,,0,0.000000,,,0,0.63,0.02,-0.02,0,0.65,0.03,-0.03,0,-0.090,0.113,-0.094,0
Kepler-552 b,1,0.061200,,,0,3.950,0.820,-0.570,0,14.80000,,,0,0.000000,,,0,1.04,0.22,-0.10,0,1.03,0.06,-0.06,0,0.010,0.131,-0.171,0
Kepler-553 b,1,0.048400,,,0,4.630,0.130,-0.180,0,19.40000,,,0,0.000000,,,0,0.85,0.02,-0.02,0,0.92,0.03,-0.03,0,0.210,0.081,-0.094,0
Kepler-553 c,1,0.908400,,,0,11.200,0.320,-0.310,0,,,,,0.000000,,,0,0.85,0.02,-0.02,0,0.92,0.03,-0.03,0,0.210,0.081,-0.094,0
Kepler-554 b,1,0.029300,,,0,4.290,0.270,-0.210,0,17.00000,,,0,0.000000,,,0,0.92,0.06,-0.04,0,0.93,0.04,-0.03,0,0.140,0.098,-0.095,0
Kepler-555 b,1,0.120100,,,0,2.830,0.560,-0.290,0,8.40000,,,0,0.000000,,,0,1.04,0.21,-0.10,0,1.03,0.07,-0.07,0,0.000,0.140,-0.173,0
Kepler-556 b,1,0.097300,,,0,2.240,0.200,-0.120,0,5.65000,,,0,0.000000,,,0,0.98,0.08,-0.05,0,1.00,0.03,-0.04,0,0.030,0.101,-0.101,0
Kepler-557 b,1,0.046900,,,0,2.670,0.800,-0.380,0,7.61000,,,0,0.000000,,,0,1.16,0.35,-0.16,0,1.11,0.12,-0.09,0,0.020,0.129,-0.160,0
Kepler-558 b,1,0.175900,,,0,2.370,0.170,-0.140,0,6.21000,,,0,0.000000,,,0,0.81,0.05,-0.05,0,0.85,0.04,-0.05,0,-0.060,0.147,-0.170,0
Kepler-559 b,1,0.127700,,,0,3.610,0.640,-0.360,0,12.70000,,,0,0.000000,,,0,0.95,0.17,-0.09,0,0.96,0.07,-0.06,0,0.030,0.136,-0.152,0
Kepler-56 b,1,0.102800,0.003700,-0.003700,0,6.510,0.290,-0.280,0,22.10000,3.90000,-3.60000,0,0.040000,0.010000,-0.010000,0,4.23,0.15,-0.15,0,1.32,0.13,-0.13,0,0.200,0.160,-0.160,0
Kepler-56 c,1,0.165200,0.005900,-0.005900,0,9.800,0.460,-0.460,0,181.00000,21.00000,-19.00000,0,0.000000,0.010000,-0.010000,0,4.23,0.15,-0.15,0,1.32,0.13,-0.13,0,0.200,0.160,-0.160,0
Kepler-56 d,1,2.160000,0.080000,-0.080000,0,12.800,,,0,1784.00000,120.00000,-120.00000,0,0.200000,0.010000,-0.010000,0,4.22,,,0,1.29,0.04,-0.03,0,0.363,0.006,-0.006,0
Kepler-560 b,2,0.089900,0.003100,-0.006200,0,1.720,0.090,-0.090,0,3.61000,,,0,0.170000,0.070000,-0.040000,0,0.33,0.02,-0.02,0,0.34,0.02,-0.02,0,-0.390,0.059,-0.060,0
Kepler-561 b,1,0.291800,,,0,6.960,1.210,-0.610,0,38.70000,,,0,0.000000,,,0,0.94,0.16,-0.08,0,0.96,0.07,-0.06,0,0.020,0.142,-0.166,0
Kepler-561 c,1,0.059300,,,0,2.680,0.430,-0.250,0,7.65000,,,0,0.000000,,,0,0.94,0.16,-0.08,0,0.96,0.07,-0.06,0,0.020,0.142,-0.166,0
Kepler-562 b,1,0.133300,,,0,5.210,0.640,-0.400,0,23.70000,,,0,0.000000,,,0,0.90,0.11,-0.06,0,0.93,0.05,-0.05,0,-0.040,0.154,-0.181,0
Kepler-563 b,1,0.141800,,,0,3.090,0.170,-0.200,0,9.75000,,,0,0.000000,,,0,0.77,0.04,-0.05,0,0.80,0.04,-0.05,0,-0.080,0.146,-0.184,0
Kepler-564 b,1,0.048400,,,0,4.630,0.660,-0.360,0,19.40000,,,0,0.000000,,,0,0.92,0.13,-0.07,0,0.95,0.06,-0.06,0,-0.010,0.141,-0.178,0
Kepler-565 b,1,0.050100,,,0,3.640,0.510,-0.270,0,12.90000,,,0,0.000000,,,0,0.95,0.13,-0.07,0,0.98,0.04,-0.06,0,-0.020,0.140,-0.173,0
Kepler-566 b,1,0.124700,,,0,2.150,0.130,-0.130,0,5.27000,,,0,0.000000,,,0,0.79,0.04,-0.04,0,0.83,0.04,-0.05,0,-0.010,0.162,-0.173,0
Kepler-567 b,1,0.122900,,,0,2.250,0.150,-0.120,0,5.69000,,,0,0.000000,,,0,0.79,0.04,-0.04,0,0.84,0.04,-0.04,0,0.000,0.142,-0.152,0
Kepler-568 b,1,0.079400,,,0,2.260,0.080,-0.080,0,5.73000,,,0,0.000000,,,0,0.53,0.02,-0.02,0,0.55,0.02,-0.02,0,0.110,0.077,-0.076,0
Kepler-569 b,1,0.198100,,,0,3.160,0.220,-0.170,0,10.10000,,,0,0.000000,,,0,0.93,0.07,-0.05,0,0.95,0.03,-0.04,0,0.010,0.103,-0.100,0
Kepler-57 b,1,0.060000,,,0,2.190,,,0,115.00000,,,1,0.000000,,,0,0.73,,,0,0.83,,,0,0.117,0.014,-0.014,0
Kepler-57 c,1,0.096000,,,0,1.550,,,0,9.10000,,,1,0.000000,,,0,0.73,,,0,0.83,,,0,0.117,0.014,-0.014,0
Kepler-570 b,1,0.049700,,,0,2.450,0.340,-0.150,0,6.57000,,,0,0.000000,,,0,0.90,0.12,-0.06,0,0.93,0.04,-0.04,0,0.060,0.140,-0.159,0
Kepler-571 b,1,0.054600,,,0,2.640,0.320,-0.170,0,7.46000,,,0,0.000000,,,0,0.90,0.11,-0.05,0,0.93,0.04,-0.04,0,0.010,0.137,-0.162,0
Kepler-572 b,1,0.119200,,,0,2.580,0.180,-0.170,0,7.18000,,,0,0.000000,,,0,0.79,0.05,-0.05,0,0.83,0.04,-0.05,0,-0.100,0.155,-0.191,0
Kepler-573 b,1,0.148600,,,0,2.790,0.360,-0.230,0,8.20000,,,0,0.000000,,,0,1.02,0.13,-0.08,0,0.99,0.03,-0.04,0,0.020,0.098,-0.099,0
Kepler-574 b,1,0.072300,,,0,2.390,0.330,-0.160,0,6.30000,,,0,0.000000,,,0,0.91,0.12,-0.06,0,0.95,0.05,-0.05,0,-0.010,0.137,-0.164,0
Kepler-575 b,1,0.078800,,,0,2.390,0.520,-0.210,0,6.30000,,,0,0.000000,,,0,0.95,0.12,-0.08,0,0.97,0.06,-0.06,0,0.000,0.137,-0.173,0
Kepler-576 b,1,0.179000,,,0,3.270,0.840,-0.390,0,10.70000,,,0,0.000000,,,0,0.97,0.24,-0.08,0,0.99,0.05,-0.06,0,0.090,0.150,-0.152,0
Kepler-577 b,1,0.134800,,,0,2.550,0.380,-0.150,0,7.04000,,,0,0.000000,,,0,0.73,0.03,-0.04,0,0.78,0.04,-0.04,0,-0.140,0.129,-0.150,0
Kepler-578 b,1,0.026600,,,0,2.000,0.180,-0.220,0,4.66000,,,0,0.000000,,,0,0.83,0.07,-0.05,0,0.87,0.04,-0.05,0,-0.030,0.151,-0.180,0
Kepler-579 b,1,0.085400,,,0,2.000,0.350,-0.180,0,4.66000,,,0,0.000000,,,0,0.96,0.16,-0.08,0,0.99,0.06,-0.06,0,0.130,0.149,-0.144,0
Kepler-58 b,1,0.092700,,,0,2.780,,,0,35.50000,,,1,0.000000,,,0,1.03,,,0,0.95,,,0,0.090,0.151,-0.128,0
Kepler-58 c,1,0.122800,,,0,2.860,,,0,53.00000,,,1,0.000000,,,0,1.03,,,0,0.95,,,0,0.090,0.151,-0.128,0
Kepler-58 d,1,0.236000,,,0,2.940,1.400,-1.400,0,8.96000,,,0,0.000000,,,0,1.13,0.53,-0.53,0,1.04,0.12,-0.12,0,0.090,0.151,-0.128,0
Kepler-580 b,1,0.068300,,,0,2.570,0.290,-0.130,0,7.13000,,,0,0.000000,,,0,0.64,0.02,-0.02,0,0.67,0.03,-0.03,0,-0.060,0.113,-0.090,0
